blockid,blockfoundat,duration,poolhashrate,ourhashrate,amount,totalreward
31219,10/26/2017 0:31,0:04:36,666.2,28.99,0.000498,12.75277
31218,10/26/2017 0:26,6:02:25,700.2,29.66,0.000512,12.77276
31217,10/25/2017 18:24,0:56:50,701.6,31.12,0.000531,12.93142
31216,10/25/2017 17:27,0:35:48,702.7,30.92,0.000579,14.03684
31215,10/25/2017 16:51,2:21:09,707.4,29.59,0.000501,12.65108
31214,10/25/2017 14:30,2:15:44,714.1,29.64,0.000503,12.85434
31213,10/25/2017 12:14,0:41:48,711.3,30.96,0.000513,12.754
31212,10/25/2017 11:33,0:34:37,718.1,31.65,0.000594,14.37036
31210,10/25/2017 10:58,2:38:08,717.6,31.08,0.000522,12.74789
31211,10/25/2017 10:58,0:00:27,697,30.83,0.000514,12.63399
31209,10/25/2017 8:19,0:45:21,703.5,29.93,0.000565,14.19341
31208,10/25/2017 7:34,1:21:01,699.6,30.6,0.000555,13.62285
31207,10/25/2017 6:13,0:48:06,701.3,29.98,0.000537,13.97256
31206,10/25/2017 5:25,2:59:28,694.6,29.86,0.000503,12.98721
31205,10/25/2017 2:26,5:06:43,693.5,25.04,0.000447,13.8953
31204,10/24/2017 21:19,0:37:31,690.8,9.632,0.000163,13.06222
31203,10/24/2017 20:41,0:34:38,690.7,21.38,0.000382,13.59679
31202,10/24/2017 20:07,0:10:16,692.5,19.05,0.000325,12.87966
31201,10/24/2017 19:56,0:49:28,688.9,19.13,0.000336,13.31734
31200,10/24/2017 19:07,1:31:16,688,10.7,0.000192,13.85245
31199,10/24/2017 17:36,0:17:31,682.4,23.93,0.000437,14.0208
31198,10/24/2017 17:18,1:23:26,683.6,23.93,0.000437,13.43441
31197,10/24/2017 15:55,2:46:23,686.4,23.93,0.000437,13.94171
31196,10/24/2017 13:08,1:45:14,686.3,23.93,0.000437,13.71873
31195,10/24/2017 11:23,5:33:56,681.5,23.93,0.000437,13.74707
31194,10/24/2017 5:49,1:46:27,687.5,23.93,0.000437,13.98827
31193,10/24/2017 4:03,0:32:09,682.3,23.93,0.000437,14.22731
31192,10/24/2017 3:31,0:26:07,682.8,23.93,0.000437,13.25166
31191,10/24/2017 3:04,0:33:14,682.1,23.93,0.000437,12.72269
31190,10/24/2017 2:31,0:44:36,692.5,23.93,0.000437,14.99912
31189,10/24/2017 1:47,3:03:00,683.4,23.93,0.000437,13.80189
31188,10/23/2017 22:44,0:29:17,686.8,23.93,0.000437,12.99585
31187,10/23/2017 22:14,0:40:10,674.9,23.93,0.000437,13.51992
31186,10/23/2017 21:34,4:03:46,665.4,23.93,0.000437,14.48755
31185,10/23/2017 17:30,0:53:38,634.1,22.62,0.000425,13.98583
31184,10/23/2017 16:37,0:14:12,630.8,22.62,0.000425,13.87847
31183,10/23/2017 16:23,0:55:50,631.6,23.29,0.000424,13.94875
31182,10/23/2017 15:27,0:56:20,632.7,22.62,0.000425,13.93236
31181,10/23/2017 14:30,0:12:27,631.3,22.62,0.000425,13.48978
31180,10/23/2017 14:18,3:21:27,614,23.29,0.000424,13.91676
31179,10/23/2017 10:57,2:21:44,584.2,23.93,0.000437,14.05958
31178,10/23/2017 8:35,1:41:28,574.6,23.93,0.000437,13.6464
31177,10/23/2017 6:53,0:31:33,663.5,13.44,0.000231,12.75906
31176,10/23/2017 6:22,4:26:19,677.8,12.88,0.000222,12.72898
31175,10/23/2017 1:55,0:38:37,682.5,23.93,0.000437,13.22862
31174,10/23/2017 1:17,1:04:56,674.8,23.93,0.000437,13.1384
31173,10/23/2017 0:12,2:58:46,664.5,4.763,8.25E-05,12.84976
31172,10/22/2017 21:13,4:48:03,670.5,12.62,0.000237,14.15131
31171,10/22/2017 16:25,1:48:54,663,23.93,0.000437,13.55848
31170,10/22/2017 14:36,5:00:46,664.9,23.93,0.000437,12.85139
31169,10/22/2017 9:35,0:03:32,660.3,27.47,0.000475,12.67954
31168,10/22/2017 9:32,0:26:22,664.4,27.8,0.000495,13.09559
31167,10/22/2017 9:06,1:13:48,663.9,27.91,0.000492,12.95492
31166,10/22/2017 7:52,0:13:47,675.7,27.19,0.000525,13.98114
31165,10/22/2017 7:38,0:45:52,670.3,27.33,0.000513,13.74287
31164,10/22/2017 6:52,4:22:12,672.3,28.04,0.000545,14.36572
31163,10/22/2017 2:30,1:30:29,674.6,23.14,0.000441,13.98391
31162,10/22/2017 0:59,11:11:09,672.2,22.64,0.000386,12.56237
31161,10/21/2017 13:48,1:24:30,670.7,24.95,0.000522,14.22097
31160,10/21/2017 12:24,1:26:14,668.7,24.31,0.000473,13.89464
31159,10/21/2017 10:57,0:24:02,672.6,24.96,0.000482,13.81892
31158,10/21/2017 10:33,1:23:06,697.4,24.95,0.000494,14.19873
31157,10/21/2017 9:10,1:08:07,652.1,22.62,0.000425,13.56863
31156,10/21/2017 8:02,3:54:05,651.9,23.29,0.000424,13.26892
31155,10/21/2017 4:08,3:27:33,655.5,23.93,0.000437,13.24821
31154,10/21/2017 0:41,7:41:56,666.7,23.61,0.000446,13.85017
31153,10/20/2017 16:59,11:06:56,664.8,23.56,0.000443,13.75838
31152,10/20/2017 5:52,1:08:24,664.1,24.77,0.000458,13.15951
31151,10/20/2017 4:43,1:34:13,669.7,24.44,0.00047,13.81145
31150,10/20/2017 3:09,0:20:29,659.8,23.79,0.000429,12.86641
31149,10/20/2017 2:49,3:32:16,657.2,23.75,0.000426,12.82455
31147,10/19/2017 23:16,1:39:26,657.4,23.11,0.000419,12.84765
31148,10/19/2017 23:16,0:00:25,647.5,23.42,0.000414,12.51024
31146,10/19/2017 21:37,0:11:35,641.5,23.58,0.000422,12.62672
31145,10/19/2017 21:25,0:16:18,640.3,24.86,0.000469,13.29061
31144,10/19/2017 21:09,2:01:36,642.4,23.53,0.000457,13.71414
31143,10/19/2017 19:07,0:05:33,639.9,25.11,0.000478,13.3814
31142,10/19/2017 19:01,2:45:57,647.5,24.57,0.000494,14.11192
31141,10/19/2017 16:16,0:01:53,645.4,23.78,0.000434,12.7193
31140,10/19/2017 16:14,0:52:14,650.8,24.36,0.000479,13.72573
31139,10/19/2017 15:21,3:16:05,646,23.33,0.000421,12.62732
31138,10/19/2017 12:05,2:08:32,644.5,24.45,0.000493,14.12936
31137,10/19/2017 9:57,1:30:52,651.1,23.81,0.000474,13.84183
31136,10/19/2017 8:26,1:47:44,653.4,23.68,0.000482,14.27052
31135,10/19/2017 6:38,1:27:46,665.2,23.79,0.000438,12.80475
31134,10/19/2017 5:10,1:42:10,664,24.8,0.000467,13.12259
31133,10/19/2017 3:28,3:51:10,625.4,24.85,0.000448,12.55884
31132,10/18/2017 23:37,0:26:12,653.5,27.08,0.000525,13.69139
31131,10/18/2017 23:11,1:47:30,626.4,27.87,0.000521,13.04554
31130,10/18/2017 21:23,3:26:36,626.1,26.15,0.000496,13.28685
31129,10/18/2017 17:57,3:22:46,621.2,27.33,0.000546,13.76513
31128,10/18/2017 14:34,7:13:48,623.9,27.54,0.00058,14.30152
31127,10/18/2017 7:20,0:45:48,622.2,27.43,0.000677,15.97052
31126,10/18/2017 6:34,1:36:50,622.1,24.13,0.000484,12.90888
31125,10/18/2017 4:58,0:51:42,621,26.69,0.000586,14.14406
31124,10/18/2017 4:06,0:39:10,619.4,19.27,0.000428,14.35401
31123,10/18/2017 3:27,3:23:04,614.5,19.53,0.000422,13.92422
31122,10/18/2017 0:04,1:51:00,615.6,26.48,0.000542,12.81342
31121,10/17/2017 22:13,0:21:57,615.7,19.95,0.000388,14.26299
31120,10/17/2017 21:51,9:32:53,618.3,19.95,0.000388,13.14218
31119,10/17/2017 12:18,1:57:29,617.9,15.28,0.000328,14.52947
31118,10/17/2017 10:20,0:09:54,611.8,24.76,0.000506,14.13483
31117,10/17/2017 10:10,0:19:04,614.4,22.77,0.000473,14.4795
31116,10/17/2017 9:51,1:45:49,614.2,14.54,0.000305,14.45473
31115,10/17/2017 8:06,2:17:08,616.3,14.18,0.000277,13.25311
31114,10/17/2017 5:48,0:12:03,620,13.82,0.00028,13.88876
31113,10/17/2017 5:36,3:43:25,642.2,14.06,0.000269,12.93028
31112,10/17/2017 1:53,0:36:23,633.2,15.45,0.000289,12.67196
31111,10/17/2017 1:17,0:12:19,636.6,19.79,0.000374,12.72443
31110,10/17/2017 1:04,0:06:39,614.1,25.02,0.000493,13.36761
31109,10/17/2017 0:58,2:26:04,622.2,25.87,0.00051,13.35575
31108,10/16/2017 22:32,0:31:03,612.5,24.34,0.000516,14.60399
31107,10/16/2017 22:01,0:24:03,613.4,14.8,0.000285,13.16546
31106,10/16/2017 21:36,3:22:49,606.3,16.18,0.000311,13.16965
31105,10/16/2017 18:14,2:25:24,618.2,13.76,0.000293,14.66144
31104,10/16/2017 15:48,0:04:45,601.6,16.21,0.000333,14.09328
31103,10/16/2017 15:43,0:31:17,583.4,16.74,0.000353,14.42149
31102,10/16/2017 15:12,0:34:41,590.5,12.89,0.000272,14.37668
31101,10/16/2017 14:38,3:25:16,597.4,12.11,0.000247,14.02242
31100,10/16/2017 11:12,7:32:29,594.4,19.95,0.000388,14.42969
31099,10/16/2017 3:40,0:46:57,588,27.18,0.000529,12.94435
31098,10/16/2017 2:53,3:43:18,599.1,27.44,0.00058,14.06833
31097,10/15/2017 23:10,0:23:29,599.5,22.74,0.000426,12.51922
31096,10/15/2017 22:46,0:20:17,579.1,15.24,0.000288,12.85928
31095,10/15/2017 22:26,0:08:37,596.7,13.81,0.00026,12.78616
31094,10/15/2017 22:17,0:23:27,588.5,14.29,0.000273,12.92227
31093,10/15/2017 21:54,3:00:51,581,14.23,0.000264,12.6875
31092,10/15/2017 18:53,3:15:01,577.2,25.28,0.000488,12.98587
31091,10/15/2017 15:38,0:27:48,570,26.7,0.000503,12.63207
31090,10/15/2017 15:10,3:32:41,582.7,27.03,0.000576,14.30428
31089,10/15/2017 11:37,3:08:45,570.6,27.35,0.000527,12.71643
31088,10/15/2017 8:29,5:01:35,572.2,26.38,0.000612,15.19905
31087,10/15/2017 3:27,1:37:57,568.9,27.1,0.000552,13.31743
31086,10/15/2017 1:49,1:00:05,573.8,25.94,0.000522,13.18076
31085,10/15/2017 0:49,1:47:16,571.3,19.95,0.000388,12.71106
31084,10/14/2017 23:02,1:45:21,568.2,3.936,0.000388,15.00813
31083,10/14/2017 21:16,0:03:44,562,19.95,0.000388,12.70371
31082,10/14/2017 21:13,5:01:35,563.2,19.95,0.000388,13.38329
31081,10/14/2017 16:11,2:08:39,564.9,25.87,0.000388,14.83792
31080,10/14/2017 14:02,1:41:25,563.6,19.95,0.000388,14.98817
31079,10/14/2017 12:21,0:29:08,565,14.16,0.000314,14.21009
31078,10/14/2017 11:52,11:42:41,569.1,14.16,0.000314,14.7493
31077,10/14/2017 0:09,3:44:14,570.9,14.16,0.000314,14.47883
31076,10/13/2017 20:25,3:50:42,561.2,14.16,0.000314,13.96567
31075,10/13/2017 16:34,3:32:49,568.1,13.71,0.000309,14.37424
31074,10/13/2017 13:01,1:17:32,575,14.52,0.00033,15.16122
31073,10/13/2017 11:44,0:39:20,573,13.82,0.000328,15.14978
31072,10/13/2017 11:05,1:23:35,566.4,14.13,0.000342,15.47173
31071,10/13/2017 9:41,3:30:31,565.6,13.4,0.000321,15.19028
31070,10/13/2017 6:10,2:40:29,571.3,13.61,0.000306,14.3288
31069,10/13/2017 3:30,0:58:35,568.8,14.19,0.000326,14.57573
31068,10/13/2017 2:31,0:29:32,569.9,13.52,0.000307,14.42408
31067,10/13/2017 2:02,1:25:09,572.6,14.77,0.000329,14.11101
31066,10/13/2017 0:37,3:31:42,594,12.99,0.000298,14.51574
31065,10/12/2017 21:05,1:32:37,614.5,14.4,0.000313,13.6358
31064,10/12/2017 19:32,0:18:15,592.9,13.6,0.000306,14.1321
31063,10/12/2017 19:14,1:59:30,563.5,13.75,0.000304,13.90705
31062,10/12/2017 17:15,0:56:37,564.6,13.2,0.000312,14.93232
31061,10/12/2017 16:18,3:08:41,601.2,14.01,0.000321,14.45662
31060,10/12/2017 13:09,0:12:22,587,14.01,0.000312,13.89947
31059,10/12/2017 12:57,0:18:48,588.8,13.66,0.000311,14.29261
31058,10/12/2017 12:38,0:57:46,603.2,13.51,0.000302,14.02862
31057,10/12/2017 11:40,1:01:36,570.2,13.37,0.000297,13.97567
31056,10/12/2017 10:39,2:22:39,571.5,14.26,0.000312,13.8428
31055,10/12/2017 8:16,0:59:16,572.2,14.26,0.000312,13.8422
31054,10/12/2017 7:17,0:10:49,555.3,3.106,6.70E-05,13.93243
31053,10/12/2017 7:06,5:37:01,566.9,5.334,0.000115,14.00687
31052,10/12/2017 1:29,0:30:45,567,13.64,0.000302,13.86182
31051,10/12/2017 0:58,3:08:38,554.6,13.54,0.000283,13.27864
31050,10/11/2017 21:50,0:00:53,541.3,13.43,0.00027,12.54451
31049,10/11/2017 21:49,4:14:14,541.1,13.3,0.000275,12.9553
31048,10/11/2017 17:35,0:11:24,539.2,13.65,0.000281,12.75352
31047,10/11/2017 17:23,1:31:42,553.2,14.41,0.000299,13.07951
31046,10/11/2017 15:51,4:34:51,596.5,13.41,0.000304,13.93768
31045,10/11/2017 11:17,6:07:29,603.7,13.76,0.000331,14.31839
31044,10/11/2017 5:09,2:04:12,526.3,13.4,0.000311,13.97386
31043,10/11/2017 3:05,2:10:02,565.9,13.99,0.000312,13.60016
31042,10/11/2017 0:55,5:14:13,559.8,14.23,0.000321,13.68867
31041,10/10/2017 19:41,2:31:58,553.4,12.93,0.000292,13.53534
31040,10/10/2017 17:09,0:01:25,549.9,14.28,0.000324,13.89107
31039,10/10/2017 17:07,1:24:48,556.1,14.01,0.000323,14.08868
31038,10/10/2017 15:42,1:15:23,548.6,13.58,0.000305,13.26902
31037,10/10/2017 14:27,3:07:26,554.6,13.99,0.000315,13.71085
31036,10/10/2017 11:20,4:45:52,559.5,13.27,0.000305,13.80414
31035,10/10/2017 6:34,4:29:41,550.8,13.15,0.000289,13.03475
31034,10/10/2017 2:04,0:16:52,521.2,14.27,0.000313,12.92981
31033,10/10/2017 1:47,10:08:48,567.6,13.65,0.000295,12.56892
31032,10/9/2017 15:38,2:32:49,547,13.92,0.000314,13.41655
31031,10/9/2017 13:06,0:09:04,545,14.74,0.000329,12.98959
31030,10/9/2017 12:57,5:08:44,511.9,13.91,0.000321,13.49627
31029,10/9/2017 7:48,0:12:21,516.9,14.54,0.000332,13.24874
31028,10/9/2017 7:35,6:11:17,553.7,14,0.000327,13.6764
31027,10/9/2017 1:24,4:34:11,566,14.06,0.000313,12.95524
31026,10/8/2017 20:50,1:13:16,566.6,3.051,6.92E-05,13.15616
31025,10/8/2017 19:37,1:43:51,571.8,13.71,0.000307,12.84136
31024,10/8/2017 17:53,5:05:02,572.2,12.93,0.000311,13.80992
31023,10/8/2017 12:48,6:52:15,569.1,14.15,0.000307,12.51232
31022,10/8/2017 5:56,1:55:55,570.2,13.39,0.000292,12.54599
31021,10/8/2017 4:00,0:45:54,568,14.19,0.000311,12.62744
31020,10/8/2017 3:14,1:53:01,569.7,13.76,0.000314,13.248
31019,10/8/2017 1:21,5:38:30,567.3,13.75,0.000306,12.96588
31018,10/7/2017 19:42,0:53:31,567.3,14.26,0.000314,12.60641
31017,10/7/2017 18:49,0:20:13,567.5,14.23,0.000313,12.73584
31016,10/7/2017 18:29,8:35:52,570.4,14.53,0.000315,12.7335
31015,10/7/2017 9:53,1:38:34,570.9,13.31,0.000291,12.76356
31014,10/7/2017 8:14,1:05:05,565.7,13.95,0.000307,12.71733
31013,10/7/2017 7:09,1:55:58,567.7,13.57,0.000295,12.54899
31012,10/7/2017 5:13,2:38:28,566.8,14.65,0.000323,12.84773
31011,10/7/2017 2:35,0:02:29,569.6,14.05,0.000306,12.63328
31010,10/7/2017 2:32,2:02:32,574.6,13.89,0.000316,13.20587
31009,10/7/2017 0:30,2:13:56,568.8,13.93,0.000336,14.11685
31008,10/6/2017 22:16,0:42:44,571.3,13.84,0.000288,12.6062
31007,10/6/2017 21:33,4:25:54,579.7,13.88,0.000277,12.52187
31006,10/6/2017 17:07,8:55:00,567.9,13.74,0.000324,14.24604
31005,10/6/2017 8:12,0:30:15,570.2,13.54,0.00032,13.60225
31004,10/6/2017 7:42,4:17:00,571.1,13.91,0.00031,12.83596
31003,10/6/2017 3:25,1:40:39,568.3,13.42,0.000281,12.847
31002,10/6/2017 1:44,0:08:03,583.2,13.05,0.00029,13.30255
31001,10/6/2017 1:36,4:17:14,530.2,13.91,0.000292,12.61235
31000,10/5/2017 21:19,2:49:01,531.7,13.52,0.000318,14.45841
30999,10/5/2017 18:30,2:12:48,567.6,14.28,0.000349,14.21071
30998,10/5/2017 16:17,0:20:20,570.7,13.36,0.000331,14.44185
30997,10/5/2017 15:57,11:14:02,570.1,13.91,0.000341,14.32244
30996,10/5/2017 4:43,2:03:28,559.3,14.14,0.000355,14.24967
30995,10/5/2017 2:39,4:04:15,554.6,13.68,0.000325,13.75973
30994,10/4/2017 22:35,3:41:11,552.5,13.93,0.000331,13.73418
30993,10/4/2017 18:54,0:17:17,560.2,14.07,0.000349,14.05452
30992,10/4/2017 18:36,0:49:04,572.2,13.48,0.00033,13.52545
30991,10/4/2017 17:47,1:21:09,561.1,13.48,0.000359,14.72113
30990,10/4/2017 16:26,2:52:15,565.7,14.28,0.000392,15.09463
30989,10/4/2017 13:34,14:25:45,553.6,14.04,0.000346,13.89623
30988,10/3/2017 23:08,0:04:30,536.7,15.56,0.00032,12.50831
30987,10/3/2017 23:04,8:27:49,554.9,15.24,0.000342,13.82391
30986,10/3/2017 14:36,2:38:24,555.8,13.41,0.000337,13.47858
30985,10/3/2017 11:58,0:59:37,553.6,13.73,0.000333,14.00896
30984,10/3/2017 10:58,0:54:58,549.6,14.17,0.00032,12.90912
30983,10/3/2017 10:03,2:55:25,549,14.14,0.000326,13.02856
30982,10/3/2017 7:08,0:23:01,548.3,13.45,0.000312,13.0209
30981,10/3/2017 6:45,1:59:35,544.5,15.02,0.000366,13.81691
30980,10/3/2017 4:45,1:26:03,544.3,13.54,0.000324,13.40668
30979,10/3/2017 3:19,2:47:11,544.8,4.863,0.000109,12.65973
30978,10/3/2017 0:32,0:11:15,535.7,14.16,0.000314,13.42327
30977,10/3/2017 0:20,1:59:28,533.1,14.16,0.000314,13.69499
30976,10/2/2017 22:21,1:23:58,534.4,14.16,0.000314,14.49127
30975,10/2/2017 20:57,7:32:17,537.1,14.16,0.000314,13.84016
30974,10/2/2017 13:25,2:50:25,542.1,14.16,0.000314,13.00733
30973,10/2/2017 10:34,0:39:26,541.1,14.16,0.000314,14.31537
30972,10/2/2017 9:55,0:58:49,541.1,14.16,0.000314,14.01954
30971,10/2/2017 8:56,1:25:31,540.7,14.16,0.000314,13.04545
30970,10/2/2017 7:31,3:43:54,542.2,14.16,0.000314,13.40845
30969,10/2/2017 3:47,1:11:44,542.5,14.16,0.000314,13.9481
30968,10/2/2017 2:35,1:14:25,541.8,14.16,0.000314,13.69851
30967,10/2/2017 1:20,0:06:31,549.2,14.16,0.000314,13.68927
30966,10/2/2017 1:14,6:54:48,549.7,14.16,0.000314,14.11525
30965,10/1/2017 18:19,1:37:41,586.2,14.16,0.000314,13.99976
30964,10/1/2017 16:41,0:32:59,533.8,14.16,0.000314,13.80567
30963,10/1/2017 16:09,0:52:08,544.7,14.16,0.000314,13.59789
30962,10/1/2017 15:16,1:05:08,547.2,14.16,0.000314,14.21989
30961,10/1/2017 14:11,1:04:54,537.7,14.16,0.000314,13.70385
30960,10/1/2017 13:06,0:10:10,536.7,14.16,0.000314,13.73776
30959,10/1/2017 12:56,4:22:36,534.3,13.59,0.000258,13.75907
30958,10/1/2017 8:34,0:47:53,531.6,13.59,0.000306,12.94726
30957,10/1/2017 7:46,2:22:20,,13.59,0.000323,12.82076
30956,10/1/2017 5:23,0:01:02,,13.59,1.00E-08,12.53624
30955,10/1/2017 5:22,1:17:48,,13.59,1.00E-08,12.81588
30954,10/1/2017 4:05,1:45:19,,13.59,4.80E-07,12.5
30953,10/1/2017 2:19,0:17:05,,4.303,9.37E-05,12.65533
30952,10/1/2017 2:02,4:36:31,,10.11,0.000235,13.63668
30951,9/30/2017 21:26,4:44:43,,14.39,0.000319,12.84499
30950,9/30/2017 16:41,1:49:29,,13.71,0.000311,13.23156
30949,9/30/2017 14:51,9:35:27,,13.98,0.000303,12.80037
30948,9/30/2017 5:16,0:31:59,,13.21,0.000292,12.80158
30947,9/30/2017 4:44,0:02:12,,13.84,0.0003,12.59414
30946,9/30/2017 4:42,3:00:00,,13.75,0.000312,13.22271
30945,9/30/2017 1:42,2:51:38,,14.16,0.000314,12.84637
30944,9/29/2017 22:50,6:25:06,,13.16,0.000284,12.86527
30943,9/29/2017 16:25,0:00:54,,14.26,0.000331,12.57025
30942,9/29/2017 16:24,2:49:37,,14.46,0.000343,12.87181
30941,9/29/2017 13:35,0:59:30,,13.85,0.000302,12.61148
30940,9/29/2017 12:35,0:32:06,,13.15,0.000317,14.0585
30939,9/29/2017 12:03,4:38:44,,13.83,0.000316,13.28087
30938,9/29/2017 7:24,3:02:42,,13.86,0.000324,13.35566
30937,9/29/2017 4:21,0:30:26,,13.99,0.000324,13.09225
30936,9/29/2017 3:51,0:34:00,,13.75,0.000306,12.52783
30935,9/29/2017 3:17,0:26:19,,13.96,0.000312,12.78591
30934,9/29/2017 2:51,7:01:32,,13.97,0.000337,14.06328
30933,9/28/2017 19:49,5:23:59,,3.857,8.68E-05,12.88062
30932,9/28/2017 14:25,3:36:22,,11.06,0.000258,13.47361
30931,9/28/2017 10:49,0:36:14,,13.7,0.000306,12.61339
30930,9/28/2017 10:13,2:51:59,,13.59,0.000323,13.01745
30929,9/28/2017 7:21,0:00:40,,13.33,0.000296,12.56217
30928,9/28/2017 7:20,1:02:42,,13.31,0.000303,12.90674
30927,9/28/2017 6:17,1:05:48,,13.42,0.000305,12.82607
30926,9/28/2017 5:11,1:25:22,,13.48,0.000309,12.86096
30925,9/28/2017 3:46,1:21:49,,13.86,0.000321,12.95827
30924,9/28/2017 2:24,1:27:21,,13.11,0.000294,12.5345
30923,9/28/2017 0:57,0:13:28,,14.08,0.000331,13.04346
30922,9/28/2017 0:43,1:45:40,,13.51,0.000323,13.25903
30921,9/27/2017 22:58,0:37:31,,14.08,0.000329,12.99407
30920,9/27/2017 22:20,7:30:24,,12.68,0.000293,12.61803
30919,9/27/2017 14:50,0:26:45,,13.36,0.000349,14.21499
30918,9/27/2017 14:23,0:44:51,,13.26,0.000348,14.29659
30917,9/27/2017 13:38,4:45:31,,14.15,0.000355,13.73472
30916,9/27/2017 8:53,1:03:50,,14.58,0.000375,14.2201
30915,9/27/2017 7:49,4:02:40,,13.58,0.000339,13.76735
30914,9/27/2017 3:46,0:49:05,,13.87,0.000362,14.42962
30913,9/27/2017 2:57,0:37:42,,12.85,0.000298,12.80249
30912,9/27/2017 2:19,0:06:37,,13.71,0.000322,12.98519
30911,9/27/2017 2:13,2:31:15,,14.04,0.00034,13.40007
30910,9/26/2017 23:42,0:50:20,,13.22,0.000308,12.86617
30909,9/26/2017 22:51,2:34:14,,13.53,0.00031,12.83215
30908,9/26/2017 20:17,1:33:40,,12.79,0.000318,13.93947
30907,9/26/2017 18:43,9:22:04,,13.87,0.000319,13.77388
30906,9/26/2017 9:21,0:31:32,,13.7,0.000355,14.11126
30905,9/26/2017 8:50,0:02:04,,14.26,0.000337,13.14423
30904,9/26/2017 8:48,6:34:17,,14.05,0.000349,13.85446
30903,9/26/2017 2:13,2:22:04,,13.96,0.000355,13.939
30902,9/25/2017 23:51,3:17:47,,11.06,0.000285,14.10045
30901,9/25/2017 20:34,0:27:37,,11.62,0.000287,13.47942
30900,9/25/2017 20:06,3:14:30,,6.469,0.000167,14.01598
30966,10/2/2017 1:14,6:54:48,572.2,14.16,0.000314,14.11525
30965,10/1/2017 18:19,1:37:41,569.1,14.16,0.000314,13.99976
30964,10/1/2017 16:41,0:32:59,570.2,14.16,0.000314,13.80567
30963,10/1/2017 16:09,0:52:08,568,14.16,0.000314,13.59789
30962,10/1/2017 15:16,1:05:08,569.7,14.16,0.000314,14.21989
30961,10/1/2017 14:11,1:04:54,567.3,14.16,0.000314,13.70385
30960,10/1/2017 13:06,0:10:10,567.3,14.16,0.000314,13.73776
30959,10/1/2017 12:56,4:22:36,567.5,13.59,0.000258,13.75907
30958,10/1/2017 8:34,0:47:53,570.4,13.59,0.000306,12.94726
30957,10/1/2017 7:46,2:22:20,570.9,13.59,0.000323,12.82076
30956,10/1/2017 5:23,0:01:02,565.7,13.59,1.00E-08,12.53624
30955,10/1/2017 5:22,1:17:48,567.7,13.59,1.00E-08,12.81588
30954,10/1/2017 4:05,1:45:19,566.8,13.59,4.80E-07,12.5
30953,10/1/2017 2:19,0:17:05,569.6,4.303,9.37E-05,12.65533
30952,10/1/2017 2:02,4:36:31,574.6,10.11,0.000235,13.63668
30951,9/30/2017 21:26,4:44:43,568.8,14.39,0.000319,12.84499
30950,9/30/2017 16:41,1:49:29,571.3,13.71,0.000311,13.23156
30949,9/30/2017 14:51,9:35:27,579.7,13.98,0.000303,12.80037
30948,9/30/2017 5:16,0:31:59,567.9,13.21,0.000292,12.80158
30947,9/30/2017 4:44,0:02:12,570.2,13.84,0.0003,12.59414
30946,9/30/2017 4:42,3:00:00,571.1,13.75,0.000312,13.22271
30945,9/30/2017 1:42,2:51:38,568.3,14.16,0.000314,12.84637
30944,9/29/2017 22:50,6:25:06,583.2,13.16,0.000284,12.86527
30943,9/29/2017 16:25,0:00:54,530.2,14.26,0.000331,12.57025
30942,9/29/2017 16:24,2:49:37,531.7,14.46,0.000343,12.87181
30941,9/29/2017 13:35,0:59:30,567.6,13.85,0.000302,12.61148
30940,9/29/2017 12:35,0:32:06,570.7,13.15,0.000317,14.0585
30939,9/29/2017 12:03,4:38:44,570.1,13.83,0.000316,13.28087
30938,9/29/2017 7:24,3:02:42,559.3,13.86,0.000324,13.35566
30937,9/29/2017 4:21,0:30:26,554.6,13.99,0.000324,13.09225
30936,9/29/2017 3:51,0:34:00,552.5,13.75,0.000306,12.52783
30935,9/29/2017 3:17,0:26:19,560.2,13.96,0.000312,12.78591
30934,9/29/2017 2:51,7:01:32,572.2,13.97,0.000337,14.06328
30933,9/28/2017 19:49,5:23:59,561.1,3.857,8.68E-05,12.88062
30932,9/28/2017 14:25,3:36:22,565.7,11.06,0.000258,13.47361
30931,9/28/2017 10:49,0:36:14,553.6,13.7,0.000306,12.61339
30930,9/28/2017 10:13,2:51:59,536.7,13.59,0.000323,13.01745
30929,9/28/2017 7:21,0:00:40,554.9,13.33,0.000296,12.56217
30928,9/28/2017 7:20,1:02:42,555.8,13.31,0.000303,12.90674
30927,9/28/2017 6:17,1:05:48,553.6,13.42,0.000305,12.82607
30926,9/28/2017 5:11,1:25:22,549.6,13.48,0.000309,12.86096
30925,9/28/2017 3:46,1:21:49,549,13.86,0.000321,12.95827
30924,9/28/2017 2:24,1:27:21,548.3,13.11,0.000294,12.5345
30923,9/28/2017 0:57,0:13:28,544.5,14.08,0.000331,13.04346
30922,9/28/2017 0:43,1:45:40,544.3,13.51,0.000323,13.25903
30921,9/27/2017 22:58,0:37:31,544.8,14.08,0.000329,12.99407
30920,9/27/2017 22:20,7:30:24,535.7,12.68,0.000293,12.61803
30919,9/27/2017 14:50,0:26:45,533.1,13.36,0.000349,14.21499
30918,9/27/2017 14:23,0:44:51,534.4,13.26,0.000348,14.29659
30917,9/27/2017 13:38,4:45:31,537.1,14.15,0.000355,13.73472
30916,9/27/2017 8:53,1:03:50,542.1,14.58,0.000375,14.2201
30915,9/27/2017 7:49,4:02:40,541.1,13.58,0.000339,13.76735
